user_id,username,display_name,language,language_name,profile_id,profile_label,n_posts,p_ai_coding_innovations,p_ai_copyright_theft,p_ai_mass_surveillance,n_ai_coding_innovations,n_ai_copyright_theft,n_ai_mass_surveillance,emp_ai_coding_innovations,emp_ai_copyright_theft,emp_ai_mass_surveillance
user_0178,david_hunter_178,David Hunter,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,9,11,80,0.09,0.11,0.8
user_0179,skylar_ellis_54,Skylar Ellis,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,38,30,32,0.38,0.3,0.32
user_0180,nathan_crawford_21,Nathan Crawford,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,40,45,15,0.4,0.45,0.15
user_0181,lillian_cooper181,Lillian Cooper,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,41,5,54,0.41,0.05,0.54
user_0182,elizabeth_cruz_182,Elizabeth Cruz,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,11,42,47,0.11,0.42,0.47
user_0183,victoria_fisher,Victoria Fisher,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,77,7,16,0.77,0.07,0.16
user_0184,gabriel_crawford_184,Gabriel Crawford,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,11,79,10,0.11,0.79,0.1
user_0185,owen_shaw185,Owen Shaw,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,7,11,82,0.07,0.11,0.82
user_0186,aria_ramos186,Aria Ramos,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,37,29,34,0.37,0.29,0.34
user_0187,christopher_garcia_187,Christopher Garcia,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,46,44,10,0.46,0.44,0.1
user_0188,addison_walsh,Addison Walsh,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,47,4,49,0.47,0.04,0.49
user_0189,mateo_jordan189,Mateo Jordan,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,9,39,52,0.09,0.39,0.52
user_0190,alex_bennett,Alex Bennett,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,83,6,11,0.83,0.06,0.11
user_0191,reese_hunt_191,Reese Hunt,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,17,73,10,0.17,0.73,0.1
user_0192,ryan_mcdonald_73,Ryan Mcdonald,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,11,10,79,0.11,0.1,0.79
user_0193,david_perry193,David Perry,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,32,31,37,0.32,0.31,0.37
user_0194,owen_mcdonald194,Owen Mcdonald,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,49,44,7,0.49,0.44,0.07
user_0195,brooklyn_murphy_26,Brooklyn Murphy,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,44,5,51,0.44,0.05,0.51
user_0196,owen_garcia_97,Owen Garcia,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,10,47,43,0.1,0.47,0.43
user_0197,aaron_walsh_90,Aaron Walsh,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,82,10,8,0.82,0.1,0.08
user_0198,nolan_simmons_51,Nolan Simmons,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,11,81,8,0.11,0.81,0.08
user_0199,jack_marshall_199,Jack Marshall,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,8,5,87,0.08,0.05,0.87
user_0200,david_watson200,David Watson,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,32,37,31,0.32,0.37,0.31
user_0201,casey_long201,Casey Long,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,46,46,8,0.46,0.46,0.08
user_0202,lillian_reynolds,Lillian Reynolds,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,40,12,48,0.4,0.12,0.48
user_0203,hayden_webb_69,Hayden Webb,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,9,47,44,0.09,0.47,0.44
user_0204,harper_brooks_72,Harper Brooks,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,82,10,8,0.82,0.1,0.08
user_0205,joshua_hicks_205,Joshua Hicks,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,2,89,9,0.02,0.89,0.09
user_0206,violet_tucker,Violet Tucker,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,8,15,77,0.08,0.15,0.77
user_0207,skylar_porter,Skylar Porter,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,34,26,40,0.34,0.26,0.4
user_0208,casey_ortiz_62,Casey Ortiz,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,47,44,9,0.47,0.44,0.09
user_0209,alex_murray_209,Alex Murray,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,38,12,50,0.38,0.12,0.5
user_0210,lucy_murphy210,Lucy Murphy,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,10,39,51,0.1,0.39,0.51
user_0211,violet_fisher,Violet Fisher,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,82,7,11,0.82,0.07,0.11
user_0212,aurora_fisher,Aurora Fisher,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,7,82,11,0.07,0.82,0.11
user_0213,scarlett_ramirez213,Scarlett Ramirez,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,8,14,78,0.08,0.14,0.78
user_0214,matthew_bailey214,Matthew Bailey,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,37,28,35,0.37,0.28,0.35
user_0215,christopher_bennett_215,Christopher Bennett,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,41,54,5,0.41,0.54,0.05
user_0216,evelyn_boyd216,Evelyn Boyd,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,49,11,40,0.49,0.11,0.4
user_0217,alex_owens_60,Alex Owens,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,9,40,51,0.09,0.4,0.51
user_0218,ethan_foster,Ethan Foster,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,84,7,9,0.84,0.07,0.09
user_0219,lucas_hicks219,Lucas Hicks,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,12,80,8,0.12,0.8,0.08
user_0220,anthony_butler_47,Anthony Butler,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,10,10,80,0.1,0.1,0.8
user_0221,scarlett_long_221,Scarlett Long,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,33,35,32,0.33,0.35,0.32
user_0222,eleanor_webb,Eleanor Webb,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,46,42,12,0.46,0.42,0.12
user_0223,zoe_wood_223,Zoe Wood,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,51,8,41,0.51,0.08,0.41
user_0224,theodore_warren,Theodore Warren,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,11,36,53,0.11,0.36,0.53
user_0225,john_ward_225,John Ward,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,84,8,8,0.84,0.08,0.08
user_0226,aaron_tucker_16,Aaron Tucker,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,8,83,9,0.08,0.83,0.09
user_0227,grayson_holmes_36,Grayson Holmes,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,9,14,77,0.09,0.14,0.77
user_0228,wyatt_long_228,Wyatt Long,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,29,39,32,0.29,0.39,0.32
user_0229,joseph_mcdonald229,Joseph Mcdonald,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,43,43,14,0.43,0.43,0.14
user_0230,eleanor_garcia,Eleanor Garcia,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,46,11,43,0.46,0.11,0.43
user_0231,luke_murray_17,Luke Murray,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,9,43,48,0.09,0.43,0.48
user_0232,abigail_nguyen232,Abigail Nguyen,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,83,9,8,0.83,0.09,0.08
user_0233,stella_burns,Stella Burns,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,11,75,14,0.11,0.75,0.14
user_0234,wyatt_rice234,Wyatt Rice,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,12,6,82,0.12,0.06,0.82
user_0235,lily_butler235,Lily Butler,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,43,32,25,0.43,0.32,0.25
user_0236,john_cruz_236,John Cruz,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,49,41,10,0.49,0.41,0.1
user_0237,theodore_singh_85,Theodore Singh,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,41,12,47,0.41,0.12,0.47
user_0238,elizabeth_henry_238,Elizabeth Henry,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,10,43,47,0.1,0.43,0.47
user_0239,nathan_woods_24,Nathan Woods,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,83,10,7,0.83,0.1,0.07
user_0240,alex_barnes_240,Alex Barnes,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,4,89,7,0.04,0.89,0.07
user_0241,jack_coleman241,Jack Coleman,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,13,5,82,0.13,0.05,0.82
user_0242,theodore_henderson242,Theodore Henderson,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,26,36,38,0.26,0.36,0.38
user_0243,abigail_long_243,Abigail Long,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,50,43,7,0.5,0.43,0.07
user_0244,isaac_butler_244,Isaac Butler,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,49,5,46,0.49,0.05,0.46
user_0245,liam_ward,Liam Ward,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,10,43,47,0.1,0.43,0.47
user_0246,harper_ramos,Harper Ramos,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,81,7,12,0.81,0.07,0.12
user_0247,jack_cox_87,Jack Cox,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,13,75,12,0.13,0.75,0.12
user_0248,sofia_butler248,Sofia Butler,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,15,10,75,0.15,0.1,0.75
user_0249,joshua_morales_249,Joshua Morales,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,40,31,29,0.4,0.31,0.29
user_0250,evelyn_hamilton,Evelyn Hamilton,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,47,42,11,0.47,0.42,0.11
user_0251,olivia_ford,Olivia Ford,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,50,9,41,0.5,0.09,0.41
user_0252,joshua_fisher_79,Joshua Fisher,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,7,45,48,0.07,0.45,0.48
user_0253,audrey_west253,Audrey West,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,82,6,12,0.82,0.06,0.12
user_0254,luke_porter_254,Luke Porter,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,9,82,9,0.09,0.82,0.09
user_0255,lincoln_diaz_73,Lincoln Diaz,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,12,13,75,0.12,0.13,0.75
user_0256,leah_russell,Leah Russell,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,30,36,34,0.3,0.36,0.34
user_0257,chloe_garcia_70,Chloe Garcia,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,49,45,6,0.49,0.45,0.06
user_0258,benjamin_gonzales,Benjamin Gonzales,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,37,12,51,0.37,0.12,0.51
user_0259,cameron_stevens,Cameron Stevens,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,7,37,56,0.07,0.37,0.56
user_0260,harper_holmes_260,Harper Holmes,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,81,9,10,0.81,0.09,0.1
user_0261,evelyn_sullivan_261,Evelyn Sullivan,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,8,85,7,0.08,0.85,0.07
user_0262,emerson_crawford_262,Emerson Crawford,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,12,10,78,0.12,0.1,0.78
user_0263,levi_watson,Levi Watson,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,33,33,34,0.33,0.33,0.34
user_0264,joseph_wallace_264,Joseph Wallace,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,41,45,14,0.41,0.45,0.14
user_0265,daniel_foster_265,Daniel Foster,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,44,7,49,0.44,0.07,0.49
user_0266,samuel_mcdonald,Samuel Mcdonald,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,8,46,46,0.08,0.46,0.46
user_0267,chloe_singh_31,Chloe Singh,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,78,10,12,0.78,0.1,0.12
user_0268,isaac_patel,Isaac Patel,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,11,75,14,0.11,0.75,0.14
user_0269,grace_reynolds,Grace Reynolds,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,9,12,79,0.09,0.12,0.79
user_0270,andrew_woods_80,Andrew Woods,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,36,27,37,0.36,0.27,0.37
user_0271,zoe_ellis271,Zoe Ellis,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,36,55,9,0.36,0.55,0.09
user_0272,hayden_coleman_272,Hayden Coleman,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,39,8,53,0.39,0.08,0.53
user_0273,isaac_foster,Isaac Foster,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,11,40,49,0.11,0.4,0.49
user_0274,liam_marshall,Liam Marshall,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,86,9,5,0.86,0.09,0.05
user_0275,rowan_mcdonald,Rowan Mcdonald,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,8,78,14,0.08,0.78,0.14
user_0276,aria_woods,Aria Woods,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,8,4,88,0.08,0.04,0.88
user_0277,andrew_alexander_277,Andrew Alexander,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,38,34,28,0.38,0.34,0.28
user_0278,chloe_hunt_278,Chloe Hunt,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,48,42,10,0.48,0.42,0.1
user_0279,caleb_henderson_279,Caleb Henderson,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,44,9,47,0.44,0.09,0.47
user_0280,drew_rice,Drew Rice,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,5,45,50,0.05,0.45,0.5
user_0281,liam_long,Liam Long,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,86,8,6,0.86,0.08,0.06
user_0282,victoria_cole_12,Victoria Cole,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,6,83,11,0.06,0.83,0.11
user_0283,luke_cruz,Luke Cruz,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,10,10,80,0.1,0.1,0.8
user_0284,victoria_cox284,Victoria Cox,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,34,34,32,0.34,0.34,0.32
user_0285,natalie_cooper_285,Natalie Cooper,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,46,47,7,0.46,0.47,0.07
user_0286,bella_sanders,Bella Sanders,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,37,9,54,0.37,0.09,0.54
user_0287,lincoln_cox,Lincoln Cox,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,8,55,37,0.08,0.55,0.37
user_0288,benjamin_cole_288,Benjamin Cole,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,81,9,10,0.81,0.09,0.1
user_0289,rowan_cruz,Rowan Cruz,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,8,85,7,0.08,0.85,0.07
user_0290,nathan_kim_290,Nathan Kim,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,6,5,89,0.06,0.05,0.89
user_0291,sophia_butler,Sophia Butler,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,28,30,42,0.28,0.3,0.42
user_0292,dakota_butler_78,Dakota Butler,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,39,45,16,0.39,0.45,0.16
user_0293,elizabeth_watson_293,Elizabeth Watson,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,37,10,53,0.37,0.1,0.53
user_0294,addison_porter,Addison Porter,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,8,43,49,0.08,0.43,0.49
user_0295,aaron_burns_60,Aaron Burns,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,88,10,2,0.88,0.1,0.02
user_0296,joshua_shaw_296,Joshua Shaw,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,10,81,9,0.1,0.81,0.09
user_0297,aubrey_nguyen297,Aubrey Nguyen,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,8,10,82,0.08,0.1,0.82
user_0298,elizabeth_diaz,Elizabeth Diaz,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,29,41,30,0.29,0.41,0.3
user_0299,sebastian_harrison_299,Sebastian Harrison,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,45,41,14,0.45,0.41,0.14
user_0300,james_stevens,James Stevens,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,49,9,42,0.49,0.09,0.42
user_0301,brooklyn_burns,Brooklyn Burns,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,16,33,51,0.16,0.33,0.51
user_0302,chloe_cox,Chloe Cox,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,79,8,13,0.79,0.08,0.13
user_0303,levi_wells303,Levi Wells,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,10,82,8,0.1,0.82,0.08
user_0304,kendall_gonzales_24,Kendall Gonzales,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,6,13,81,0.06,0.13,0.81
user_0305,joseph_gonzales_44,Joseph Gonzales,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,25,39,36,0.25,0.39,0.36
user_0306,charlotte_ortiz306,Charlotte Ortiz,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,43,45,12,0.43,0.45,0.12
user_0307,nolan_singh_307,Nolan Singh,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,36,7,57,0.36,0.07,0.57
user_0308,lucas_west_308,Lucas West,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,12,47,41,0.12,0.47,0.41
user_0309,abigail_griffin_93,Abigail Griffin,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,82,6,12,0.82,0.06,0.12
user_0310,emily_brooks,Emily Brooks,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,10,82,8,0.1,0.82,0.08
user_0311,adrian_patterson,Adrian Patterson,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,6,8,86,0.06,0.08,0.86
user_0312,jack_simpson,Jack Simpson,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,30,34,36,0.3,0.34,0.36
user_0313,theodore_morales_62,Theodore Morales,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,52,43,5,0.52,0.43,0.05
user_0314,adrian_cox314,Adrian Cox,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,43,12,45,0.43,0.12,0.45
user_0315,theodore_ward_315,Theodore Ward,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,9,50,41,0.09,0.5,0.41
user_0316,scarlett_garcia316,Scarlett Garcia,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,87,7,6,0.87,0.07,0.06
user_0317,claire_graham,Claire Graham,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,8,81,11,0.08,0.81,0.11
user_0318,cameron_hunt_318,Cameron Hunt,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,8,11,81,0.08,0.11,0.81
user_0319,amelia_woods,Amelia Woods,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,37,28,35,0.37,0.28,0.35
user_0320,drew_ortiz,Drew Ortiz,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,53,36,11,0.53,0.36,0.11
user_0321,lillian_ellis321,Lillian Ellis,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,50,3,47,0.5,0.03,0.47
user_0322,taylor_russell_82,Taylor Russell,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,4,47,49,0.04,0.47,0.49
user_0323,samuel_russell_323,Samuel Russell,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,79,11,10,0.79,0.11,0.1
user_0324,harper_kelly_324,Harper Kelly,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,8,83,9,0.08,0.83,0.09
user_0325,aaron_ramos,Aaron Ramos,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,9,9,82,0.09,0.09,0.82
user_0326,nolan_bailey_26,Nolan Bailey,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,25,42,33,0.25,0.42,0.33
user_0327,christopher_jenkins_327,Christopher Jenkins,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,45,45,10,0.45,0.45,0.1
user_0328,sebastian_reed,Sebastian Reed,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,48,8,44,0.48,0.08,0.44
user_0329,noah_ellis_61,Noah Ellis,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,8,44,48,0.08,0.44,0.48
user_0330,lucas_flores,Lucas Flores,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,78,9,13,0.78,0.09,0.13
user_0331,noah_cox,Noah Cox,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,10,82,8,0.1,0.82,0.08
user_0332,emerson_reed332,Emerson Reed,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,11,12,77,0.11,0.12,0.77
user_0333,hayden_ford333,Hayden Ford,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,44,26,30,0.44,0.26,0.3
user_0334,kendall_hunt,Kendall Hunt,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,45,44,11,0.45,0.44,0.11
user_0335,benjamin_bryant_49,Benjamin Bryant,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,33,12,55,0.33,0.12,0.55
user_0336,elizabeth_tucker,Elizabeth Tucker,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,15,49,36,0.15,0.49,0.36
user_0337,noah_james_337,Noah James,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,81,11,8,0.81,0.11,0.08
user_0338,daniel_kim338,Daniel Kim,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,12,75,13,0.12,0.75,0.13
user_0339,jaxon_robertson_339,Jaxon Robertson,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,11,13,76,0.11,0.13,0.76
user_0340,lucas_foster,Lucas Foster,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,36,34,30,0.36,0.34,0.3
user_0341,hayden_burns,Hayden Burns,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,36,47,17,0.36,0.47,0.17
user_0342,andrew_richardson_342,Andrew Richardson,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,44,9,47,0.44,0.09,0.47
user_0343,henry_henderson343,Henry Henderson,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,7,43,50,0.07,0.43,0.5
user_0344,reese_hughes344,Reese Hughes,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,78,7,15,0.78,0.07,0.15
user_0345,james_shaw,James Shaw,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,5,88,7,0.05,0.88,0.07
user_0346,mateo_brooks346,Mateo Brooks,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,9,8,83,0.09,0.08,0.83
user_0347,olivia_powell,Olivia Powell,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,34,28,38,0.34,0.28,0.38
user_0348,harper_mcdonald_42,Harper Mcdonald,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,46,44,10,0.46,0.44,0.1
user_0349,skylar_patterson_20,Skylar Patterson,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,44,12,44,0.44,0.12,0.44
user_0350,isabella_fisher,Isabella Fisher,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,3,38,59,0.03,0.38,0.59
user_0351,isabella_jenkins_351,Isabella Jenkins,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,71,14,15,0.71,0.14,0.15
user_0352,julian_garcia_78,Julian Garcia,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,8,79,13,0.08,0.79,0.13
user_0353,james_wells353,James Wells,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,10,6,84,0.1,0.06,0.84
user_0354,scarlett_hughes_354,Scarlett Hughes,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,34,34,32,0.34,0.34,0.32
user_0355,theodore_jenkins355,Theodore Jenkins,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,48,42,10,0.48,0.42,0.1
